構成要素,検定種別,比較変数,群構成,N,効果量r,p値,構造的部分全体注意,低分散注意,オッズ比,q値(BH-FDR)
場所_階,Δ(0→18か月),MMSE:3段階命令,落ちた(N=22) vs 落ちなかった(N=9),31,0.25757575757575757,0.1366262087864507,False,False,,0.4682031114203679
場所_階,ベースライン,MMSE:書字,,33,,,False,True,,
場所_階,Δ(0→18か月),MMSE:書字,落ちた(N=22) vs 落ちなかった(N=9),31,0.09090909090909094,0.38490931579093124,False,True,,0.7639798188463373
場所_階,ベースライン,MMSE:図形模写,落ちた(N=22) vs 落ちなかった(N=11),33,-0.09090909090909083,0.17703807583277453,False,True,,0.5523587965982565
場所_階,Δ(0→18か月),MMSE:図形模写,落ちた(N=22) vs 落ちなかった(N=9),31,0.23232323232323238,0.09247441593466142,False,True,,0.4042588196492325
場所_階,ベースライン,CDR:記憶,落ちた(N=20) vs 落ちなかった(N=10),30,-0.18500000000000005,0.22199494116203478,False,False,,0.6251879613569405
場所_階,Δ(0→18か月),CDR:記憶,落ちた(N=19) vs 落ちなかった(N=8),27,-0.23684210526315796,0.28071411961274984,False,False,,0.6737138870705995
場所_階,ベースライン,CDR:見当識,落ちた(N=20) vs 落ちなかった(N=10),30,-0.42500000000000004,0.016468265440881653,False,False,,0.24636545480009028
場所_階,Δ(0→18か月),CDR:見当識,落ちた(N=19) vs 落ちなかった(N=8),27,0.10526315789473684,0.6507471025388097,False,False,,0.7639798188463373
場所_階,ベースライン,CDR:判断力・問題解決,落ちた(N=20) vs 落ちなかった(N=10),30,-0.30000000000000004,0.09329049684213057,False,False,,0.4042588196492325
場所_階,Δ(0→18か月),CDR:判断力・問題解決,落ちた(N=19) vs 落ちなかった(N=8),27,-0.05921052631578938,0.8113805568268456,False,False,,0.8669545675684104
場所_階,ベースライン,CDR:地域社会の活動,落ちた(N=20) vs 落ちなかった(N=10),30,-0.09000000000000008,0.6779448006341158,False,False,,0.7639798188463373
場所_階,Δ(0→18か月),CDR:地域社会の活動,落ちた(N=19) vs 落ちなかった(N=8),27,0.052631578947368474,0.8374388225274558,False,False,,0.8887105871719939
場所_階,ベースライン,CDR:家庭・趣味,落ちた(N=20) vs 落ちなかった(N=10),30,-0.28,0.1720600794212741,False,False,,0.5523587965982565
場所_階,Δ(0→18か月),CDR:家庭・趣味,落ちた(N=19) vs 落ちなかった(N=8),27,0.26973684210526316,0.25244428362744875,False,False,,0.6737138870705995
場所_階,ベースライン,CDR:身の回りの世話,落ちた(N=20) vs 落ちなかった(N=10),30,-0.050000000000000044,0.5245182802130763,False,True,,0.7639798188463373
場所_階,Δ(0→18か月),CDR:身の回りの世話,落ちた(N=19) vs 落ちなかった(N=8),27,-0.3157894736842106,0.08549967653687152,False,False,,0.39229263352211635
場所_階,精神症状,意欲低下,N=33,33,,0.47128172886261593,False,False,1.7857142857142858,0.7639798188463373
場所_地方,ベースライン,MMSE合計,落ちた(N=9) vs 落ちなかった(N=24),33,0.23611111111111116,0.3025769980604477,True,False,,0.7045076372750723
場所_地方,Δ(0→18か月),MMSE合計,落ちた(N=9) vs 落ちなかった(N=22),31,0.101010101010101,0.6772853554664331,True,False,,0.7639798188463373
場所_地方,ベースライン,CDR-SB,落ちた(N=8) vs 落ちなかった(N=22),30,-0.5738636363636365,0.017371923094878162,False,False,,0.24636545480009028
場所_地方,Δ(0→18か月),CDR-SB,落ちた(N=8) vs 落ちなかった(N=19),27,-0.06578947368421062,0.8092809252941605,False,False,,0.8669545675684104
