種別,変数1,変数2,n,rho,p,n_req_80power,p_fdr
Δ×Δ,ΔMMSE合計,ΔMMSE_時間見当識,73,0.691,1.293e-11,14,1.051e-09
Δ×Δ,ΔMMSE合計,ΔMMSE_場所見当識,73,0.362,0.00164,58,0.02121
Δ×Δ,ΔMMSE合計,ΔMMSE_物品呼称,73,-0.189,0.1096,218,0.3921
Δ×Δ,ΔMMSE合計,ΔMMSE_記銘,73,0.051,0.6701,3052,0.9057
Δ×Δ,ΔMMSE合計,ΔMMSE_注意計算,73,0.564,1.991e-07,23,5.665e-06
Δ×Δ,ΔMMSE合計,ΔMMSE_遅延再生,73,0.453,5.692e-05,36,0.00108
Δ×Δ,ΔMMSE合計,ΔMMSE_復唱,73,0.19,0.1069,215,0.3885
Δ×Δ,ΔMMSE合計,ΔMMSE_3段階命令,73,0.007,0.9561,182539,0.9982
Δ×Δ,ΔMMSE合計,ΔMMSE_書字,73,0.194,0.09919,206,0.3738
Δ×Δ,ΔMMSE合計,ΔMMSE_図形模写,73,0.359,0.001827,59,0.02223
Δ×Δ,ΔMMSE合計,ΔCDR-SB,71,-0.51,5.495e-06,28,0.0001251
Δ×Δ,ΔMMSE合計,ΔCDR_記憶,71,-0.415,0.0003244,44,0.005128
Δ×Δ,ΔMMSE合計,ΔCDR_見当識,71,-0.539,1.262e-06,25,3.123e-05
Δ×Δ,ΔMMSE合計,ΔCDR_判断力・問題解決,71,-0.243,0.04154,132,0.2168
Δ×Δ,ΔMMSE合計,ΔCDR_地域社会の活動,71,-0.327,0.005388,72,0.05026
Δ×Δ,ΔMMSE合計,ΔCDR_家庭・趣味,71,-0.276,0.01965,101,0.138
Δ×Δ,ΔMMSE合計,ΔCDR_身の回りの世話,71,-0.269,0.02346,107,0.1518
Δ×Δ,ΔMMSE合計,ΔGlobalCDR,71,-0.167,0.1641,280,0.4787
Δ×Δ,ΔMMSE合計,ΔMoCA-J,30,0.543,0.001946,25,0.02307
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_場所見当識,73,0.111,0.3494,634,0.6945
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_物品呼称,73,-0.055,0.6448,2605,0.8998
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_記銘,73,-0.04,0.7395,5009,0.934
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_注意計算,73,0.179,0.1308,245,0.4156
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_遅延再生,73,0.231,0.04933,145,0.2441
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_復唱,73,0.027,0.8192,10594,0.9611
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_3段階命令,73,-0.183,0.1212,233,0.4065
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_書字,73,0.165,0.164,288,0.4787
Δ×Δ,ΔMMSE_時間見当識,ΔMMSE_図形模写,73,0.255,0.02942,119,0.1762
Δ×Δ,ΔMMSE_時間見当識,ΔCDR-SB,70,-0.576,1.764e-07,22,5.282e-06
Δ×Δ,ΔMMSE_時間見当識,ΔCDR_記憶,70,-0.351,0.002878,62,0.03032
Δ×Δ,ΔMMSE_時間見当識,ΔCDR_見当識,70,-0.583,1.188e-07,21,3.755e-06
Δ×Δ,ΔMMSE_時間見当識,ΔCDR_判断力・問題解決,70,-0.283,0.01777,97,0.1313
Δ×Δ,ΔMMSE_時間見当識,ΔCDR_地域社会の活動,70,-0.412,0.0004006,45,0.005998
Δ×Δ,ΔMMSE_時間見当識,ΔCDR_家庭・趣味,70,-0.33,0.005248,70,0.04977
Δ×Δ,ΔMMSE_時間見当識,ΔCDR_身の回りの世話,70,-0.331,0.005153,70,0.0497
Δ×Δ,ΔMMSE_時間見当識,ΔGlobalCDR,70,-0.206,0.08706,183,0.344
Δ×Δ,ΔMMSE_時間見当識,ΔMoCA-J,30,0.582,0.0007463,21,0.01062
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_物品呼称,73,-0.182,0.1232,235,0.4065
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_記銘,73,-0.01,0.9363,86665,0.9982
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_注意計算,73,0.066,0.579,1800,0.858
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_遅延再生,73,0.112,0.3436,619,0.6909
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_復唱,73,0.101,0.3964,771,0.737
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_3段階命令,73,-0.03,0.801,8716,0.9533
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_書字,73,-0.182,0.1232,235,0.4065
Δ×Δ,ΔMMSE_場所見当識,ΔMMSE_図形模写,73,-0.032,0.7901,7811,0.9533
Δ×Δ,ΔMMSE_場所見当識,ΔCDR-SB,70,-0.18,0.137,242,0.417
Δ×Δ,ΔMMSE_場所見当識,ΔCDR_記憶,70,-0.073,0.55,1485,0.848
Δ×Δ,ΔMMSE_場所見当識,ΔCDR_見当識,70,-0.183,0.1304,234,0.4156
Δ×Δ,ΔMMSE_場所見当識,ΔCDR_判断力・問題解決,70,-0.204,0.09071,187,0.3535
Δ×Δ,ΔMMSE_場所見当識,ΔCDR_地域社会の活動,70,-0.052,0.6666,2858,0.9057
Δ×Δ,ΔMMSE_場所見当識,ΔCDR_家庭・趣味,70,-0.108,0.3754,677,0.7241
Δ×Δ,ΔMMSE_場所見当識,ΔCDR_身の回りの世話,70,-0.136,0.2626,424,0.6297
Δ×Δ,ΔMMSE_場所見当識,ΔGlobalCDR,70,-0.046,0.7069,3750,0.9256
Δ×Δ,ΔMMSE_場所見当識,ΔMoCA-J,30,0.197,0.2968,201,0.6496
Δ×Δ,ΔMMSE_物品呼称,ΔMMSE_記銘,73,0.008,0.9456,118720,0.9982
Δ×Δ,ΔMMSE_物品呼称,ΔMMSE_注意計算,73,-0.003,0.9806,939691,0.9982
Δ×Δ,ΔMMSE_物品呼称,ΔMMSE_遅延再生,73,-0.221,0.05984,158,0.2724
Δ×Δ,ΔMMSE_物品呼称,ΔMMSE_復唱,73,-0.006,0.9572,192371,0.9982
Δ×Δ,ΔMMSE_物品呼称,ΔMMSE_3段階命令,73,-0.271,0.02034,105,0.1411
Δ×Δ,ΔMMSE_物品呼称,ΔMMSE_書字,73,-0.014,0.9072,40687,0.9982
Δ×Δ,ΔMMSE_物品呼称,ΔMMSE_図形模写,73,-0.031,0.7947,8173,0.9533
Δ×Δ,ΔMMSE_物品呼称,ΔCDR-SB,70,-0.003,0.98,842283,0.9982
Δ×Δ,ΔMMSE_物品呼称,ΔCDR_記憶,70,0.078,0.5199,1282,0.831
Δ×Δ,ΔMMSE_物品呼称,ΔCDR_見当識,70,0.048,0.6913,3361,0.9152
Δ×Δ,ΔMMSE_物品呼称,ΔCDR_判断力・問題解決,70,0.058,0.635,2353,0.8993
Δ×Δ,ΔMMSE_物品呼称,ΔCDR_地域社会の活動,70,0.068,0.5771,1706,0.8574
Δ×Δ,ΔMMSE_物品呼称,ΔCDR_家庭・趣味,70,-0.122,0.3145,526,0.6593
Δ×Δ,ΔMMSE_物品呼称,ΔCDR_身の回りの世話,70,0.049,0.6865,3255,0.9152
Δ×Δ,ΔMMSE_物品呼称,ΔGlobalCDR,70,0.052,0.6698,2916,0.9057
Δ×Δ,ΔMMSE_物品呼称,ΔMoCA-J,30,-0.248,0.1861,126,0.5217
Δ×Δ,ΔMMSE_記銘,ΔMMSE_注意計算,73,-0.067,0.5709,1725,0.8532
Δ×Δ,ΔMMSE_記銘,ΔMMSE_遅延再生,73,0.026,0.8301,12020,0.9699
Δ×Δ,ΔMMSE_記銘,ΔMMSE_復唱,73,0.004,0.975,561305,0.9982
Δ×Δ,ΔMMSE_記銘,ΔMMSE_3段階命令,73,0.11,0.3558,651,0.6958
Δ×Δ,ΔMMSE_記銘,ΔMMSE_書字,73,0.008,0.9456,118720,0.9982
Δ×Δ,ΔMMSE_記銘,ΔMMSE_図形模写,73,0.018,0.8789,23851,0.9908
Δ×Δ,ΔMMSE_記銘,ΔCDR-SB,70,0.107,0.3799,689,0.7302
Δ×Δ,ΔMMSE_記銘,ΔCDR_記憶,70,0.098,0.4184,811,0.7558
Δ×Δ,ΔMMSE_記銘,ΔCDR_見当識,70,0.255,0.03317,119,0.1887
Δ×Δ,ΔMMSE_記銘,ΔCDR_判断力・問題解決,70,-0.034,0.7811,6860,0.9533
Δ×Δ,ΔMMSE_記銘,ΔCDR_地域社会の活動,70,-0.04,0.7442,4976,0.934
Δ×Δ,ΔMMSE_記銘,ΔCDR_家庭・趣味,70,-0.056,0.6477,2540,0.9011
Δ×Δ,ΔMMSE_記銘,ΔCDR_身の回りの世話,70,-0.029,0.8132,9488,0.9578
Δ×Δ,ΔMMSE_記銘,ΔGlobalCDR,70,-0.03,0.8028,8501,0.9533
Δ×Δ,ΔMMSE_記銘,ΔMoCA-J,30,-0.076,0.6916,1374,0.9152
Δ×Δ,ΔMMSE_注意計算,ΔMMSE_遅延再生,73,-0.072,0.5444,1508,0.848
Δ×Δ,ΔMMSE_注意計算,ΔMMSE_復唱,73,0.101,0.3937,763,0.7344
Δ×Δ,ΔMMSE_注意計算,ΔMMSE_3段階命令,73,-0.191,0.1055,213,0.3872
Δ×Δ,ΔMMSE_注意計算,ΔMMSE_書字,73,0.208,0.0773,180,0.3258
Δ×Δ,ΔMMSE_注意計算,ΔMMSE_図形模写,73,0.119,0.3172,555,0.6593
Δ×Δ,ΔMMSE_注意計算,ΔCDR-SB,70,-0.245,0.0411,129,0.2166
Δ×Δ,ΔMMSE_注意計算,ΔCDR_記憶,70,-0.285,0.0167,95,0.1284
Δ×Δ,ΔMMSE_注意計算,ΔCDR_見当識,70,-0.237,0.04843,138,0.2439
Δ×Δ,ΔMMSE_注意計算,ΔCDR_判断力・問題解決,70,-0.068,0.5771,1706,0.8574
Δ×Δ,ΔMMSE_注意計算,ΔCDR_地域社会の活動,70,-0.089,0.4641,991,0.7909
Δ×Δ,ΔMMSE_注意計算,ΔCDR_家庭・趣味,70,-0.234,0.05101,141,0.248
Δ×Δ,ΔMMSE_注意計算,ΔCDR_身の回りの世話,70,-0.048,0.6912,3360,0.9152
Δ×Δ,ΔMMSE_注意計算,ΔGlobalCDR,70,-0.075,0.5378,1398,0.8454
Δ×Δ,ΔMMSE_注意計算,ΔMoCA-J,30,0.313,0.09259,79,0.356
Δ×Δ,ΔMMSE_遅延再生,ΔMMSE_復唱,73,0.179,0.129,242,0.4146
Δ×Δ,ΔMMSE_遅延再生,ΔMMSE_3段階命令,73,-0.034,0.7763,6855,0.9519
Δ×Δ,ΔMMSE_遅延再生,ΔMMSE_書字,73,-0.044,0.7139,4118,0.9264
Δ×Δ,ΔMMSE_遅延再生,ΔMMSE_図形模写,73,0.203,0.08448,188,0.3423
Δ×Δ,ΔMMSE_遅延再生,ΔCDR-SB,70,-0.04,0.7414,4865,0.934
Δ×Δ,ΔMMSE_遅延再生,ΔCDR_記憶,70,0.011,0.925,59724,0.9982
Δ×Δ,ΔMMSE_遅延再生,ΔCDR_見当識,70,-0.181,0.1335,237,0.417
Δ×Δ,ΔMMSE_遅延再生,ΔCDR_判断力・問題解決,70,0.026,0.8332,11953,0.9715
Δ×Δ,ΔMMSE_遅延再生,ΔCDR_地域社会の活動,70,-0.02,0.8722,20489,0.9887
Δ×Δ,ΔMMSE_遅延再生,ΔCDR_家庭・趣味,70,0.086,0.4799,1064,0.7961
Δ×Δ,ΔMMSE_遅延再生,ΔCDR_身の回りの世話,70,-0.047,0.7006,3585,0.9206
Δ×Δ,ΔMMSE_遅延再生,ΔGlobalCDR,70,0.031,0.8003,8284,0.9533
Δ×Δ,ΔMMSE_遅延再生,ΔMoCA-J,30,0.281,0.1325,98,0.417
Δ×Δ,ΔMMSE_復唱,ΔMMSE_3段階命令,73,-0.098,0.4082,811,0.7437
Δ×Δ,ΔMMSE_復唱,ΔMMSE_書字,73,-0.006,0.9572,192371,0.9982
Δ×Δ,ΔMMSE_復唱,ΔMMSE_図形模写,73,0.152,0.199,338,0.5393
Δ×Δ,ΔMMSE_復唱,ΔCDR-SB,70,-0.142,0.2413,388,0.597
Δ×Δ,ΔMMSE_復唱,ΔCDR_記憶,70,-0.076,0.534,1372,0.844
Δ×Δ,ΔMMSE_復唱,ΔCDR_見当識,70,-0.087,0.4715,1024,0.7933
Δ×Δ,ΔMMSE_復唱,ΔCDR_判断力・問題解決,70,-0.09,0.4563,957,0.782
Δ×Δ,ΔMMSE_復唱,ΔCDR_地域社会の活動,70,-0.223,0.06333,156,0.2838
Δ×Δ,ΔMMSE_復唱,ΔCDR_家庭・趣味,70,-0.096,0.4304,854,0.7598
Δ×Δ,ΔMMSE_復唱,ΔCDR_身の回りの世話,70,-0.151,0.2125,343,0.5604
Δ×Δ,ΔMMSE_復唱,ΔGlobalCDR,70,-0.143,0.2385,383,0.5951
Δ×Δ,ΔMMSE_復唱,ΔMoCA-J,30,0.252,0.1796,122,0.5109
Δ×Δ,ΔMMSE_3段階命令,ΔMMSE_書字,73,0.039,0.7449,5231,0.934
Δ×Δ,ΔMMSE_3段階命令,ΔMMSE_図形模写,73,-0.104,0.3816,725,0.731
Δ×Δ,ΔMMSE_3段階命令,ΔCDR-SB,70,0.087,0.4727,1029,0.7933
Δ×Δ,ΔMMSE_3段階命令,ΔCDR_記憶,70,-0.122,0.3141,525,0.6593
Δ×Δ,ΔMMSE_3段階命令,ΔCDR_見当識,70,-0.041,0.7385,4757,0.934
Δ×Δ,ΔMMSE_3段階命令,ΔCDR_判断力・問題解決,70,0.02,0.8671,18921,0.9859
Δ×Δ,ΔMMSE_3段階命令,ΔCDR_地域社会の活動,70,0.093,0.4452,911,0.7708
Δ×Δ,ΔMMSE_3段階命令,ΔCDR_家庭・趣味,70,0.156,0.1969,320,0.5361
Δ×Δ,ΔMMSE_3段階命令,ΔCDR_身の回りの世話,70,-0.085,0.4829,1078,0.7987
Δ×Δ,ΔMMSE_3段階命令,ΔGlobalCDR,70,-0.092,0.449,927,0.7718
Δ×Δ,ΔMMSE_3段階命令,ΔMoCA-J,30,0.049,0.7979,3295,0.9533
Δ×Δ,ΔMMSE_書字,ΔMMSE_図形模写,73,0.341,0.003169,66,0.03279
Δ×Δ,ΔMMSE_書字,ΔCDR-SB,70,-0.211,0.08008,175,0.3302
Δ×Δ,ΔMMSE_書字,ΔCDR_記憶,70,-0.257,0.03179,117,0.1865
Δ×Δ,ΔMMSE_書字,ΔCDR_見当識,70,-0.197,0.1022,201,0.3776
Δ×Δ,ΔMMSE_書字,ΔCDR_判断力・問題解決,70,-0.204,0.09028,187,0.3535
Δ×Δ,ΔMMSE_書字,ΔCDR_地域社会の活動,70,-0.256,0.03238,118,0.188
Δ×Δ,ΔMMSE_書字,ΔCDR_家庭・趣味,70,-0.234,0.05143,142,0.248
Δ×Δ,ΔMMSE_書字,ΔCDR_身の回りの世話,70,-0.29,0.01501,92,0.117
Δ×Δ,ΔMMSE_書字,ΔGlobalCDR,70,-0.321,0.006805,75,0.06246
Δ×Δ,ΔMMSE_書字,ΔMoCA-J,30,-0.011,0.9549,67434,0.9982
Δ×Δ,ΔMMSE_図形模写,ΔCDR-SB,70,-0.19,0.1145,215,0.3972
Δ×Δ,ΔMMSE_図形模写,ΔCDR_記憶,70,-0.231,0.05417,145,0.2569
Δ×Δ,ΔMMSE_図形模写,ΔCDR_見当識,70,-0.252,0.03505,121,0.1918
Δ×Δ,ΔMMSE_図形模写,ΔCDR_判断力・問題解決,70,0.003,0.9778,686526,0.9982
Δ×Δ,ΔMMSE_図形模写,ΔCDR_地域社会の活動,70,-0.094,0.438,883,0.7668
Δ×Δ,ΔMMSE_図形模写,ΔCDR_家庭・趣味,70,-0.189,0.1164,217,0.3998
Δ×Δ,ΔMMSE_図形模写,ΔCDR_身の回りの世話,70,-0.282,0.0182,97,0.1315
Δ×Δ,ΔMMSE_図形模写,ΔGlobalCDR,70,-0.05,0.6801,3118,0.9148
Δ×Δ,ΔMMSE_図形模写,ΔMoCA-J,30,0.261,0.1638,114,0.4787
Δ×Δ,ΔCDR-SB,ΔCDR_記憶,71,0.66,3.717e-10,16,2.644e-08
Δ×Δ,ΔCDR-SB,ΔCDR_見当識,71,0.633,3.247e-09,18,1.68e-07
Δ×Δ,ΔCDR-SB,ΔCDR_判断力・問題解決,71,0.639,1.958e-09,17,1.114e-07
Δ×Δ,ΔCDR-SB,ΔCDR_地域社会の活動,71,0.738,2.073e-13,12,3.932e-11
Δ×Δ,ΔCDR-SB,ΔCDR_家庭・趣味,71,0.704,7.609e-12,14,8.658e-10
Δ×Δ,ΔCDR-SB,ΔCDR_身の回りの世話,71,0.597,3.981e-08,20,1.51e-06
Δ×Δ,ΔCDR-SB,ΔGlobalCDR,71,0.609,1.798e-08,19,7.306e-07
Δ×Δ,ΔCDR-SB,ΔMoCA-J,27,-0.475,0.01219,33,0.09908
Δ×Δ,ΔCDR_記憶,ΔCDR_見当識,71,0.401,0.0005319,47,0.00776
Δ×Δ,ΔCDR_記憶,ΔCDR_判断力・問題解決,71,0.262,0.02747,113,0.1718
Δ×Δ,ΔCDR_記憶,ΔCDR_地域社会の活動,71,0.384,0.0009564,51,0.01327
Δ×Δ,ΔCDR_記憶,ΔCDR_家庭・趣味,71,0.486,1.742e-05,31,0.0003539
Δ×Δ,ΔCDR_記憶,ΔCDR_身の回りの世話,71,0.493,1.251e-05,30,0.0002636
Δ×Δ,ΔCDR_記憶,ΔGlobalCDR,71,0.59,5.994e-08,21,2.006e-06
Δ×Δ,ΔCDR_記憶,ΔMoCA-J,27,-0.503,0.007458,29,0.06736
Δ×Δ,ΔCDR_見当識,ΔCDR_判断力・問題解決,71,0.189,0.1136,217,0.3966
Δ×Δ,ΔCDR_見当識,ΔCDR_地域社会の活動,71,0.421,0.0002562,42,0.004287
Δ×Δ,ΔCDR_見当識,ΔCDR_家庭・趣味,71,0.269,0.02347,107,0.1518
Δ×Δ,ΔCDR_見当識,ΔCDR_身の回りの世話,71,0.341,0.003616,66,0.0361
Δ×Δ,ΔCDR_見当識,ΔGlobalCDR,71,0.241,0.04253,133,0.218
Δ×Δ,ΔCDR_見当識,ΔMoCA-J,27,-0.394,0.04214,49,0.218
Δ×Δ,ΔCDR_判断力・問題解決,ΔCDR_地域社会の活動,71,0.626,5.392e-09,18,2.557e-07
Δ×Δ,ΔCDR_判断力・問題解決,ΔCDR_家庭・趣味,71,0.342,0.003469,65,0.03524
Δ×Δ,ΔCDR_判断力・問題解決,ΔCDR_身の回りの世話,71,0.517,3.83e-06,27,9.08e-05
Δ×Δ,ΔCDR_判断力・問題解決,ΔGlobalCDR,71,0.648,9.892e-10,17,6.254e-08
Δ×Δ,ΔCDR_判断力・問題解決,ΔMoCA-J,27,-0.079,0.6946,1250,0.917
Δ×Δ,ΔCDR_地域社会の活動,ΔCDR_家庭・趣味,71,0.479,2.392e-05,32,0.0004694
Δ×Δ,ΔCDR_地域社会の活動,ΔCDR_身の回りの世話,71,0.494,1.195e-05,30,0.0002614
Δ×Δ,ΔCDR_地域社会の活動,ΔGlobalCDR,71,0.615,1.138e-08,19,4.981e-07
Δ×Δ,ΔCDR_地域社会の活動,ΔMoCA-J,27,-0.05,0.8049,3155,0.9533
Δ×Δ,ΔCDR_家庭・趣味,ΔCDR_身の回りの世話,71,0.303,0.01015,84,0.08495
Δ×Δ,ΔCDR_家庭・趣味,ΔGlobalCDR,71,0.436,0.0001418,39,0.002521
Δ×Δ,ΔCDR_家庭・趣味,ΔMoCA-J,27,-0.243,0.221,131,0.5716
Δ×Δ,ΔCDR_身の回りの世話,ΔGlobalCDR,71,0.734,3.287e-13,12,4.675e-11
Δ×Δ,ΔCDR_身の回りの世話,ΔMoCA-J,27,-0.567,0.002054,23,0.02386
Δ×Δ,ΔGlobalCDR,ΔMoCA-J,27,-0.317,0.1072,76,0.3885
BL×Δ,BL_MMSE合計,ΔMMSE合計,74,-0.356,0.001836,60,0.02223
BL×Δ,BL_MMSE合計,ΔMMSE_時間見当識,73,-0.269,0.02143,107,0.1451
BL×Δ,BL_MMSE合計,ΔMMSE_場所見当識,73,-0.187,0.1127,222,0.3958
BL×Δ,BL_MMSE合計,ΔMMSE_物品呼称,73,0.144,0.2233,375,0.5748
BL×Δ,BL_MMSE合計,ΔMMSE_記銘,73,0.085,0.4743,1083,0.7938
BL×Δ,BL_MMSE合計,ΔMMSE_注意計算,73,-0.176,0.1362,251,0.417
BL×Δ,BL_MMSE合計,ΔMMSE_遅延再生,73,-0.219,0.06257,162,0.2826
BL×Δ,BL_MMSE合計,ΔMMSE_復唱,73,0.049,0.678,3211,0.9141
BL×Δ,BL_MMSE合計,ΔMMSE_3段階命令,73,-0.002,0.9873,2169496,0.9991
BL×Δ,BL_MMSE合計,ΔMMSE_書字,73,0.082,0.4902,1164,0.8061
BL×Δ,BL_MMSE合計,ΔMMSE_図形模写,73,0.033,0.7843,7386,0.9533
BL×Δ,BL_MMSE合計,ΔCDR-SB,71,0.126,0.296,495,0.6496
BL×Δ,BL_MMSE合計,ΔCDR_記憶,71,0.006,0.9601,214614,0.9982
BL×Δ,BL_MMSE合計,ΔCDR_見当識,71,0.27,0.02285,106,0.1517
BL×Δ,BL_MMSE合計,ΔCDR_判断力・問題解決,71,0.103,0.3919,736,0.7344
BL×Δ,BL_MMSE合計,ΔCDR_地域社会の活動,71,0.142,0.2361,385,0.5919
BL×Δ,BL_MMSE合計,ΔCDR_家庭・趣味,71,0.028,0.8148,9796,0.9578
BL×Δ,BL_MMSE合計,ΔCDR_身の回りの世話,71,-0.054,0.6547,2691,0.9051
BL×Δ,BL_MMSE合計,ΔGlobalCDR,71,-0.081,0.4995,1181,0.8144
BL×Δ,BL_MMSE合計,ΔMoCA-J,30,-0.238,0.2047,136,0.5479
BL×Δ,BL_MMSE_時間見当識,ΔMMSE合計,73,-0.096,0.4175,844,0.7558
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_時間見当識,73,-0.286,0.01428,94,0.1128
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_場所見当識,73,-0.007,0.955,173887,0.9982
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_物品呼称,73,-0.148,0.2127,359,0.5604
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_記銘,73,0.266,0.02292,109,0.1517
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_注意計算,73,0.057,0.6348,2455,0.8993
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_遅延再生,73,-0.093,0.4342,907,0.7626
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_復唱,73,0.123,0.2993,516,0.6515
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_3段階命令,73,0.145,0.2208,371,0.5716
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_書字,73,0.078,0.5111,1284,0.8262
BL×Δ,BL_MMSE_時間見当識,ΔMMSE_図形模写,73,-0.069,0.561,1639,0.8506
BL×Δ,BL_MMSE_時間見当識,ΔCDR-SB,70,0.249,0.0376,125,0.2
BL×Δ,BL_MMSE_時間見当識,ΔCDR_記憶,70,0.115,0.3416,588,0.6894
BL×Δ,BL_MMSE_時間見当識,ΔCDR_見当識,70,0.373,0.001463,55,0.01981
BL×Δ,BL_MMSE_時間見当識,ΔCDR_判断力・問題解決,70,0.096,0.4313,858,0.7598
BL×Δ,BL_MMSE_時間見当識,ΔCDR_地域社会の活動,70,0.228,0.05729,149,0.265
BL×Δ,BL_MMSE_時間見当識,ΔCDR_家庭・趣味,70,0.075,0.5379,1398,0.8454
BL×Δ,BL_MMSE_時間見当識,ΔCDR_身の回りの世話,70,0.045,0.7096,3824,0.9256
